produto,quantidade,ano
VINHO DE MESA,108031792,1975
Tinto,91528090,1975
Rosado,7261777,1975
Branco,9241925,1975
VINHO FINO DE MESA,8848303,1975
Tinto,2050960,1975
Rosado,2130619,1975
Branco,4666724,1975
VINHO FRIZANTE,301293,1975
VINHO ORGÂNICO,0,1975
VINHO ESPECIAL,10260445,1975
Tinto,4815235,1975
Rosado,2885972,1975
Branco,2559238,1975
ESPUMANTES,3691348,1975
Espumante Moscatel,0,1975
Espumante,0,1975
Espumante Orgânico,0,1975
SUCO DE UVAS,5802187,1975
Suco Natural Integral,0,1975
Suco Adoçado,0,1975
Suco Reprocessado/reconstituido,0,1975
Suco Orgânico,0,1975
Outros sucos de uvas,0,1975
SUCO DE UVAS CONCENTRADO,768401,1975
OUTROS PRODUTOS COMERCIALIZADOS,23102540,1975
Outros vinhos (sem informação detalhada),0,1975
"Agrin (fermentado, acetico misto)",0,1975
Aguardente de vinho 50°gl,0,1975
Alcool vinico,0,1975
Bagaceira (graspa),706946,1975
Base champenoise champanha,0,1975
Base charmat champanha,0,1975
Base espumante moscatel,0,1975
Bebida de uva,0,1975
Borra líquida,0,1975
Borra seca,0,1975
Brandy (conhaque),11418527,1975
Cooler,0,1975
Coquetel com vinho,0,1975
Destilado de vinho,1793135,1975
Filtrado doce,1353194,1975
Jeropiga,0,1975
Mistelas,272141,1975
Mosto concentrado,251197,1975
Mosto de uva,0,1975
Mosto sulfitado,34300,1975
Nectar de uva,0,1975
Outros produtos,0,1975
Polpa de uva,0,1975
Preparado líquido para refresco,0,1975
Refrigerante +50% suco,0,1975
Sangria,0,1975
Vinagre balsamico,0,1975
Vinagre duplo,0,1975
Vinagre simples,1574960,1975
Vinho acetificado,0,1975
Vinho base para espumantes,0,1975
Vinho composto,3493104,1975
Vinho licoroso,2205036,1975
Vinho leve,0,1975
Vinho gaseificado,0,1975
Total,160806309,1975
VINHO DE MESA,149609112,1979
Tinto,119496652,1979
Rosado,18643308,1979
Branco,11469152,1979
VINHO FINO DE MESA,21695829,1979
Tinto,6360276,1979
Rosado,4119615,1979
Branco,11215938,1979
VINHO FRIZANTE,14578,1979
VINHO ORGÂNICO,0,1979
VINHO ESPECIAL,13790557,1979
Tinto,7004780,1979
Rosado,5067851,1979
Branco,1717926,1979
ESPUMANTES,3246929,1979
Espumante Moscatel,0,1979
Espumante,0,1979
Espumante Orgânico,0,1979
SUCO DE UVAS,6096784,1979
Suco Natural Integral,0,1979
Suco Adoçado,0,1979
Suco Reprocessado/reconstituido,0,1979
Suco Orgânico,0,1979
Outros sucos de uvas,0,1979
SUCO DE UVAS CONCENTRADO,2751886,1979
OUTROS PRODUTOS COMERCIALIZADOS,29719709,1979
Outros vinhos (sem informação detalhada),0,1979
"Agrin (fermentado, acetico misto)",0,1979
Aguardente de vinho 50°gl,0,1979
Alcool vinico,0,1979
Bagaceira (graspa),812433,1979
Base champenoise champanha,0,1979
Base charmat champanha,0,1979
Base espumante moscatel,0,1979
Bebida de uva,0,1979
Borra líquida,0,1979
Borra seca,0,1979
Brandy (conhaque),9991254,1979
Cooler,0,1979
Coquetel com vinho,0,1979
Destilado de vinho,3062750,1979
Filtrado doce,3374608,1979
Jeropiga,47738,1979
Mistelas,6293317,1979
Mosto concentrado,0,1979
Mosto de uva,0,1979
Mosto sulfitado,485800,1979
Nectar de uva,0,1979
Outros produtos,0,1979
Polpa de uva,0,1979
Preparado líquido para refresco,0,1979
Refrigerante +50% suco,0,1979
Sangria,0,1979
Vinagre balsamico,0,1979
Vinagre duplo,0,1979
Vinagre simples,2144256,1979
Vinho acetificado,0,1979
Vinho base para espumantes,0,1979
Vinho composto,976174,1979
Vinho licoroso,2531379,1979
Vinho leve,0,1979
Vinho gaseificado,0,1979
Total,226925384,1979
VINHO DE MESA,98327606,1970
Tinto,83300735,1970
Rosado,107681,1970
Branco,14919190,1970
VINHO FINO DE MESA,4430629,1970
Tinto,435354,1970
Rosado,183234,1970
Branco,3812041,1970
VINHO FRIZANTE,466480,1970
VINHO ORGÂNICO,0,1970
VINHO ESPECIAL,7325789,1970
Tinto,4730346,1970
Rosado,1229564,1970
Branco,1365879,1970
ESPUMANTES,2743678,1970
Espumante Moscatel,0,1970
Espumante,0,1970
Espumante Orgânico,0,1970
SUCO DE UVAS,2626855,1970
Suco Natural Integral,0,1970
Suco Adoçado,0,1970
Suco Reprocessado/reconstituido,0,1970
Suco Orgânico,0,1970
Outros sucos de uvas,0,1970
SUCO DE UVAS CONCENTRADO,0,1970
OUTROS PRODUTOS COMERCIALIZADOS,19844550,1970
Outros vinhos (sem informação detalhada),0,1970
"Agrin (fermentado, acetico misto)",0,1970
Aguardente de vinho 50°gl,0,1970
Alcool vinico,0,1970
Bagaceira (graspa),1192987,1970
Base champenoise champanha,0,1970
Base charmat champanha,0,1970
Base espumante moscatel,0,1970
Bebida de uva,0,1970
Borra líquida,0,1970
Borra seca,0,1970
Brandy (conhaque),9388296,1970
Cooler,0,1970
Coquetel com vinho,0,1970
Destilado de vinho,533987,1970
Filtrado doce,346403,1970
Jeropiga,0,1970
Mistelas,178350,1970
Mosto concentrado,44971,1970
Mosto de uva,0,1970
Mosto sulfitado,401030,1970
Nectar de uva,0,1970
Outros produtos,0,1970
Polpa de uva,0,1970
Preparado líquido para refresco,0,1970
Refrigerante +50% suco,0,1970
Sangria,0,1970
Vinagre balsamico,0,1970
Vinagre duplo,0,1970
Vinagre simples,1359297,1970
Vinho acetificado,0,1970
Vinho base para espumantes,0,1970
Vinho composto,3386173,1970
Vinho licoroso,3013056,1970
Vinho leve,0,1970
Vinho gaseificado,0,1970
Total,135765587,1970
VINHO DE MESA,118377367,1972
Tinto,101167932,1972
Rosado,7770851,1972
Branco,9438584,1972
VINHO FINO DE MESA,5602091,1972
Tinto,624499,1972
Rosado,403664,1972
Branco,4573928,1972
VINHO FRIZANTE,356340,1972
VINHO ORGÂNICO,0,1972
VINHO ESPECIAL,8737605,1972
Tinto,4347706,1972
Rosado,1901801,1972
Branco,2488098,1972
ESPUMANTES,3523335,1972
Espumante Moscatel,0,1972
Espumante,0,1972
Espumante Orgânico,0,1972
SUCO DE UVAS,4069351,1972
Suco Natural Integral,0,1972
Suco Adoçado,0,1972
Suco Reprocessado/reconstituido,0,1972
Suco Orgânico,0,1972
Outros sucos de uvas,0,1972
SUCO DE UVAS CONCENTRADO,59044,1972
OUTROS PRODUTOS COMERCIALIZADOS,23615205,1972
Outros vinhos (sem informação detalhada),0,1972
"Agrin (fermentado, acetico misto)",0,1972
Aguardente de vinho 50°gl,0,1972
Alcool vinico,0,1972
Bagaceira (graspa),1059696,1972
Base champenoise champanha,0,1972
Base charmat champanha,0,1972
Base espumante moscatel,0,1972
Bebida de uva,0,1972
Borra líquida,0,1972
Borra seca,0,1972
Brandy (conhaque),11876098,1972
Cooler,0,1972
Coquetel com vinho,0,1972
Destilado de vinho,1573023,1972
Filtrado doce,670626,1972
Jeropiga,0,1972
Mistelas,133865,1972
Mosto concentrado,0,1972
Mosto de uva,0,1972
Mosto sulfitado,447600,1972
Nectar de uva,0,1972
Outros produtos,0,1972
Polpa de uva,0,1972
Preparado líquido para refresco,0,1972
Refrigerante +50% suco,0,1972
Sangria,0,1972
Vinagre balsamico,0,1972
Vinagre duplo,0,1972
Vinagre simples,1524908,1972
Vinho acetificado,0,1972
Vinho base para espumantes,0,1972
Vinho composto,3921573,1972
Vinho licoroso,2407816,1972
Vinho leve,0,1972
Vinho gaseificado,0,1972
Total,164340338,1972
VINHO DE MESA,140813114,1977
Tinto,116609545,1977
Rosado,15195525,1977
Branco,9008044,1977
VINHO FINO DE MESA,14975330,1977
Tinto,4504303,1977
Rosado,3248565,1977
Branco,7222462,1977
VINHO FRIZANTE,143575,1977
VINHO ORGÂNICO,0,1977
VINHO ESPECIAL,11569676,1977
Tinto,3959050,1977
Rosado,4034615,1977
Branco,3576011,1977
ESPUMANTES,4150746,1977
Espumante Moscatel,0,1977
Espumante,0,1977
Espumante Orgânico,0,1977
SUCO DE UVAS,6814893,1977
Suco Natural Integral,0,1977
Suco Adoçado,0,1977
Suco Reprocessado/reconstituido,0,1977
Suco Orgânico,0,1977
Outros sucos de uvas,0,1977
SUCO DE UVAS CONCENTRADO,2444089,1977
OUTROS PRODUTOS COMERCIALIZADOS,27333925,1977
Outros vinhos (sem informação detalhada),0,1977
"Agrin (fermentado, acetico misto)",0,1977
Aguardente de vinho 50°gl,0,1977
Alcool vinico,0,1977
Bagaceira (graspa),595137,1977
Base champenoise champanha,0,1977
Base charmat champanha,0,1977
Base espumante moscatel,0,1977
Bebida de uva,0,1977
Borra líquida,0,1977
Borra seca,0,1977
Brandy (conhaque),12858163,1977
Cooler,0,1977
Coquetel com vinho,0,1977
Destilado de vinho,780548,1977
Filtrado doce,2292414,1977
Jeropiga,34624,1977
Mistelas,195060,1977
Mosto concentrado,84058,1977
Mosto de uva,0,1977
Mosto sulfitado,746326,1977
Nectar de uva,0,1977
Outros produtos,0,1977
Polpa de uva,0,1977
Preparado líquido para refresco,0,1977
Refrigerante +50% suco,0,1977
Sangria,0,1977
Vinagre balsamico,0,1977
Vinagre duplo,0,1977
Vinagre simples,1549579,1977
Vinho acetificado,0,1977
Vinho base para espumantes,0,1977
Vinho composto,5170582,1977
Vinho licoroso,3027434,1977
Vinho leve,0,1977
Vinho gaseificado,0,1977
Total,208245348,1977
VINHO DE MESA,139238614,1976
Tinto,116407222,1976
Rosado,11748047,1976
Branco,11083345,1976
VINHO FINO DE MESA,14095648,1976
Tinto,4450570,1976
Rosado,3118919,1976
Branco,6526159,1976
VINHO FRIZANTE,248456,1976
VINHO ORGÂNICO,0,1976
VINHO ESPECIAL,12392725,1976
Tinto,4819463,1976
Rosado,4231765,1976
Branco,3341497,1976
ESPUMANTES,4204666,1976
Espumante Moscatel,0,1976
Espumante,0,1976
Espumante Orgânico,0,1976
SUCO DE UVAS,6433821,1976
Suco Natural Integral,0,1976
Suco Adoçado,0,1976
Suco Reprocessado/reconstituido,0,1976
Suco Orgânico,0,1976
Outros sucos de uvas,0,1976
SUCO DE UVAS CONCENTRADO,1467883,1976
OUTROS PRODUTOS COMERCIALIZADOS,28321777,1976
Outros vinhos (sem informação detalhada),0,1976
"Agrin (fermentado, acetico misto)",0,1976
Aguardente de vinho 50°gl,0,1976
Alcool vinico,0,1976
Bagaceira (graspa),698399,1976
Base champenoise champanha,0,1976
Base charmat champanha,0,1976
Base espumante moscatel,0,1976
Bebida de uva,0,1976
Borra líquida,0,1976
Borra seca,0,1976
Brandy (conhaque),14938849,1976
Cooler,0,1976
Coquetel com vinho,0,1976
Destilado de vinho,1373075,1976
Filtrado doce,1792832,1976
Jeropiga,48203,1976
Mistelas,88300,1976
Mosto concentrado,309196,1976
Mosto de uva,0,1976
Mosto sulfitado,420300,1976
Nectar de uva,0,1976
Outros produtos,0,1976
Polpa de uva,0,1976
Preparado líquido para refresco,0,1976
Refrigerante +50% suco,0,1976
Sangria,0,1976
Vinagre balsamico,0,1976
Vinagre duplo,0,1976
Vinagre simples,748459,1976
Vinho acetificado,0,1976
Vinho base para espumantes,0,1976
Vinho composto,5429800,1976
Vinho licoroso,2474364,1976
Vinho leve,0,1976
Vinho gaseificado,0,1976
Total,206403590,1976
VINHO DE MESA,94173324,1974
Tinto,77167303,1974
Rosado,8891367,1974
Branco,8114654,1974
VINHO FINO DE MESA,7571802,1974
Tinto,1616144,1974
Rosado,1725564,1974
Branco,4230094,1974
VINHO FRIZANTE,270641,1974
VINHO ORGÂNICO,0,1974
VINHO ESPECIAL,7638484,1974
Tinto,3763509,1974
Rosado,1989341,1974
Branco,1885634,1974
ESPUMANTES,3442734,1974
Espumante Moscatel,0,1974
Espumante,0,1974
Espumante Orgânico,0,1974
SUCO DE UVAS,4673891,1974
Suco Natural Integral,0,1974
Suco Adoçado,0,1974
Suco Reprocessado/reconstituido,0,1974
Suco Orgânico,0,1974
Outros sucos de uvas,0,1974
SUCO DE UVAS CONCENTRADO,1619428,1974
OUTROS PRODUTOS COMERCIALIZADOS,24530878,1974
Outros vinhos (sem informação detalhada),0,1974
"Agrin (fermentado, acetico misto)",0,1974
Aguardente de vinho 50°gl,0,1974
Alcool vinico,0,1974
Bagaceira (graspa),839441,1974
Base champenoise champanha,0,1974
Base charmat champanha,0,1974
Base espumante moscatel,0,1974
Bebida de uva,0,1974
Borra líquida,0,1974
Borra seca,0,1974
Brandy (conhaque),12885577,1974
Cooler,0,1974
Coquetel com vinho,0,1974
Destilado de vinho,1409986,1974
Filtrado doce,1039110,1974
Jeropiga,0,1974
Mistelas,45878,1974
Mosto concentrado,761417,1974
Mosto de uva,0,1974
Mosto sulfitado,239200,1974
Nectar de uva,0,1974
Outros produtos,0,1974
Polpa de uva,0,1974
Preparado líquido para refresco,0,1974
Refrigerante +50% suco,0,1974
Sangria,0,1974
Vinagre balsamico,0,1974
Vinagre duplo,0,1974
Vinagre simples,1717666,1974
Vinho acetificado,0,1974
Vinho base para espumantes,0,1974
Vinho composto,3670736,1974
Vinho licoroso,1921867,1974
Vinho leve,0,1974
Vinho gaseificado,0,1974
Total,143921182,1974
VINHO DE MESA,114399031,1971
Tinto,98522869,1971
Rosado,542274,1971
Branco,15333888,1971
VINHO FINO DE MESA,4840369,1971
Tinto,428927,1971
Rosado,227299,1971
Branco,4184143,1971
VINHO FRIZANTE,358116,1971
VINHO ORGÂNICO,0,1971
VINHO ESPECIAL,7824931,1971
Tinto,4802828,1971
Rosado,1662821,1971
Branco,1359282,1971
ESPUMANTES,2907289,1971
Espumante Moscatel,0,1971
Espumante,0,1971
Espumante Orgânico,0,1971
SUCO DE UVAS,2745249,1971
Suco Natural Integral,0,1971
Suco Adoçado,0,1971
Suco Reprocessado/reconstituido,0,1971
Suco Orgânico,0,1971
Outros sucos de uvas,0,1971
SUCO DE UVAS CONCENTRADO,0,1971
OUTROS PRODUTOS COMERCIALIZADOS,20351384,1971
Outros vinhos (sem informação detalhada),0,1971
"Agrin (fermentado, acetico misto)",0,1971
Aguardente de vinho 50°gl,0,1971
Alcool vinico,0,1971
Bagaceira (graspa),1111014,1971
Base champenoise champanha,0,1971
Base charmat champanha,0,1971
Base espumante moscatel,0,1971
Bebida de uva,0,1971
Borra líquida,0,1971
Borra seca,0,1971
Brandy (conhaque),9893167,1971
Cooler,0,1971
Coquetel com vinho,0,1971
Destilado de vinho,1023876,1971
Filtrado doce,432991,1971
Jeropiga,0,1971
Mistelas,81510,1971
Mosto concentrado,20502,1971
Mosto de uva,0,1971
Mosto sulfitado,410850,1971
Nectar de uva,0,1971
Outros produtos,0,1971
Polpa de uva,0,1971
Preparado líquido para refresco,0,1971
Refrigerante +50% suco,0,1971
Sangria,0,1971
Vinagre balsamico,0,1971
Vinagre duplo,0,1971
Vinagre simples,1256068,1971
Vinho acetificado,0,1971
Vinho base para espumantes,0,1971
Vinho composto,3645774,1971
Vinho licoroso,2475632,1971
Vinho leve,0,1971
Vinho gaseificado,0,1971
Total,153426369,1971
VINHO DE MESA,141293379,1978
Tinto,117203914,1978
Rosado,14612454,1978
Branco,9477011,1978
VINHO FINO DE MESA,17596956,1978
Tinto,4920802,1978
Rosado,3501895,1978
Branco,9174259,1978
VINHO FRIZANTE,13915,1978
VINHO ORGÂNICO,0,1978
VINHO ESPECIAL,10247572,1978
Tinto,4083073,1978
Rosado,4177476,1978
Branco,1987023,1978
ESPUMANTES,3684240,1978
Espumante Moscatel,0,1978
Espumante,0,1978
Espumante Orgânico,0,1978
SUCO DE UVAS,6963440,1978
Suco Natural Integral,0,1978
Suco Adoçado,0,1978
Suco Reprocessado/reconstituido,0,1978
Suco Orgânico,0,1978
Outros sucos de uvas,0,1978
SUCO DE UVAS CONCENTRADO,2454178,1978
OUTROS PRODUTOS COMERCIALIZADOS,29509570,1978
Outros vinhos (sem informação detalhada),0,1978
"Agrin (fermentado, acetico misto)",0,1978
Aguardente de vinho 50°gl,0,1978
Alcool vinico,0,1978
Bagaceira (graspa),432596,1978
Base champenoise champanha,0,1978
Base charmat champanha,0,1978
Base espumante moscatel,0,1978
Bebida de uva,0,1978
Borra líquida,0,1978
Borra seca,0,1978
Brandy (conhaque),12014556,1978
Cooler,0,1978
Coquetel com vinho,0,1978
Destilado de vinho,866773,1978
Filtrado doce,2396689,1978
Jeropiga,56372,1978
Mistelas,2217900,1978
Mosto concentrado,0,1978
Mosto de uva,0,1978
Mosto sulfitado,327450,1978
Nectar de uva,0,1978
Outros produtos,0,1978
Polpa de uva,0,1978
Preparado líquido para refresco,0,1978
Refrigerante +50% suco,0,1978
Sangria,0,1978
Vinagre balsamico,0,1978
Vinagre duplo,0,1978
Vinagre simples,2452955,1978
Vinho acetificado,0,1978
Vinho base para espumantes,0,1978
Vinho composto,5649977,1978
Vinho licoroso,3094302,1978
Vinho leve,0,1978
Vinho gaseificado,0,1978
Total,211763250,1978
VINHO DE MESA,128894580,1981
Tinto,99151812,1981
Rosado,16360547,1981
Branco,13382221,1981
VINHO FINO DE MESA,21607857,1981
Tinto,7403644,1981
Rosado,2738962,1981
Branco,11465251,1981
VINHO FRIZANTE,13354,1981
VINHO ORGÂNICO,0,1981
VINHO ESPECIAL,6907060,1981
Tinto,1906240,1981
Rosado,3388872,1981
Branco,1611948,1981
ESPUMANTES,2301421,1981
Espumante Moscatel,0,1981
Espumante,0,1981
Espumante Orgânico,0,1981
SUCO DE UVAS,3994038,1981
Suco Natural Integral,0,1981
Suco Adoçado,0,1981
Suco Reprocessado/reconstituido,0,1981
Suco Orgânico,0,1981
Outros sucos de uvas,0,1981
SUCO DE UVAS CONCENTRADO,3064156,1981
OUTROS PRODUTOS COMERCIALIZADOS,19698180,1981
Outros vinhos (sem informação detalhada),0,1981
"Agrin (fermentado, acetico misto)",0,1981
Aguardente de vinho 50°gl,0,1981
Alcool vinico,0,1981
Bagaceira (graspa),1770895,1981
Base champenoise champanha,0,1981
Base charmat champanha,0,1981
Base espumante moscatel,0,1981
Bebida de uva,0,1981
Borra líquida,0,1981
Borra seca,0,1981
Brandy (conhaque),1637947,1981
Cooler,0,1981
Coquetel com vinho,0,1981
Destilado de vinho,2728959,1981
Filtrado doce,3861367,1981
Jeropiga,4236,1981
Mistelas,4518098,1981
Mosto concentrado,0,1981
Mosto de uva,0,1981
Mosto sulfitado,360180,1981
Nectar de uva,0,1981
Outros produtos,0,1981
Polpa de uva,0,1981
Preparado líquido para refresco,0,1981
Refrigerante +50% suco,0,1981
Sangria,0,1981
Vinagre balsamico,0,1981
Vinagre duplo,0,1981
Vinagre simples,2296456,1981
Vinho acetificado,0,1981
Vinho base para espumantes,0,1981
Vinho composto,579372,1981
Vinho licoroso,1940670,1981
Vinho leve,0,1981
Vinho gaseificado,0,1981
Total,186480646,1981
VINHO DE MESA,116617910,1973
Tinto,98196747,1973
Rosado,8425617,1973
Branco,9995546,1973
VINHO FINO DE MESA,7202830,1973
Tinto,783508,1973
Rosado,1377333,1973
Branco,5041989,1973
VINHO FRIZANTE,327865,1973
VINHO ORGÂNICO,0,1973
VINHO ESPECIAL,9693953,1973
Tinto,5017487,1973
Rosado,2062011,1973
Branco,2614455,1973
ESPUMANTES,3625230,1973
Espumante Moscatel,0,1973
Espumante,0,1973
Espumante Orgânico,0,1973
SUCO DE UVAS,5668991,1973
Suco Natural Integral,0,1973
Suco Adoçado,0,1973
Suco Reprocessado/reconstituido,0,1973
Suco Orgânico,0,1973
Outros sucos de uvas,0,1973
SUCO DE UVAS CONCENTRADO,1951966,1973
OUTROS PRODUTOS COMERCIALIZADOS,25401454,1973
Outros vinhos (sem informação detalhada),0,1973
"Agrin (fermentado, acetico misto)",0,1973
Aguardente de vinho 50°gl,0,1973
Alcool vinico,0,1973
Bagaceira (graspa),997624,1973
Base champenoise champanha,0,1973
Base charmat champanha,0,1973
Base espumante moscatel,0,1973
Bebida de uva,0,1973
Borra líquida,0,1973
Borra seca,0,1973
Brandy (conhaque),12156057,1973
Cooler,0,1973
Coquetel com vinho,0,1973
Destilado de vinho,1485567,1973
Filtrado doce,837970,1973
Jeropiga,0,1973
Mistelas,160470,1973
Mosto concentrado,0,1973
Mosto de uva,0,1973
Mosto sulfitado,1724244,1973
Nectar de uva,0,1973
Outros produtos,0,1973
Polpa de uva,0,1973
Preparado líquido para refresco,0,1973
Refrigerante +50% suco,0,1973
Sangria,0,1973
Vinagre balsamico,0,1973
Vinagre duplo,0,1973
Vinagre simples,1426737,1973
Vinho acetificado,0,1973
Vinho base para espumantes,0,1973
Vinho composto,4168841,1973
Vinho licoroso,2443944,1973
Vinho leve,0,1973
Vinho gaseificado,0,1973
Total,170490199,1973
VINHO DE MESA,195616620,1983
Tinto,151852639,1983
Rosado,23841328,1983
Branco,19922653,1983
VINHO FINO DE MESA,32690119,1983
Tinto,9811525,1983
Rosado,3548807,1983
Branco,19329787,1983
VINHO FRIZANTE,147892,1983
VINHO ORGÂNICO,0,1983
VINHO ESPECIAL,5393631,1983
Tinto,1034452,1983
Rosado,2735222,1983
Branco,1623957,1983
ESPUMANTES,2601590,1983
Espumante Moscatel,0,1983
Espumante,0,1983
Espumante Orgânico,0,1983
SUCO DE UVAS,4625317,1983
Suco Natural Integral,0,1983
Suco Adoçado,0,1983
Suco Reprocessado/reconstituido,0,1983
Suco Orgânico,0,1983
Outros sucos de uvas,0,1983
SUCO DE UVAS CONCENTRADO,3447837,1983
OUTROS PRODUTOS COMERCIALIZADOS,13706809,1983
Outros vinhos (sem informação detalhada),0,1983
"Agrin (fermentado, acetico misto)",0,1983
Aguardente de vinho 50°gl,0,1983
Alcool vinico,0,1983
Bagaceira (graspa),339085,1983
Base champenoise champanha,0,1983
Base charmat champanha,0,1983
Base espumante moscatel,0,1983
Bebida de uva,0,1983
Borra líquida,0,1983
Borra seca,0,1983
Brandy (conhaque),1212182,1983
Cooler,0,1983
Coquetel com vinho,0,1983
Destilado de vinho,2029714,1983
Filtrado doce,4062927,1983
Jeropiga,25618,1983
Mistelas,872156,1983
Mosto concentrado,0,1983
Mosto de uva,0,1983
Mosto sulfitado,215868,1983
Nectar de uva,0,1983
Outros produtos,0,1983
Polpa de uva,0,1983
Preparado líquido para refresco,0,1983
Refrigerante +50% suco,0,1983
Sangria,0,1983
Vinagre balsamico,0,1983
Vinagre duplo,0,1983
Vinagre simples,2490691,1983
Vinho acetificado,0,1983
Vinho base para espumantes,0,1983
Vinho composto,657957,1983
Vinho licoroso,1800611,1983
Vinho leve,0,1983
Vinho gaseificado,0,1983
Total,258229815,1983
VINHO DE MESA,171619507,1984
Tinto,129249097,1984
Rosado,21724540,1984
Branco,20645870,1984
VINHO FINO DE MESA,42164393,1984
Tinto,14797285,1984
Rosado,3714334,1984
Branco,23652774,1984
VINHO FRIZANTE,0,1984
VINHO ORGÂNICO,0,1984
VINHO ESPECIAL,5535657,1984
Tinto,1043073,1984
Rosado,2308400,1984
Branco,2184184,1984
ESPUMANTES,2778815,1984
Espumante Moscatel,0,1984
Espumante,0,1984
Espumante Orgânico,0,1984
SUCO DE UVAS,6167053,1984
Suco Natural Integral,0,1984
Suco Adoçado,0,1984
Suco Reprocessado/reconstituido,0,1984
Suco Orgânico,0,1984
Outros sucos de uvas,0,1984
SUCO DE UVAS CONCENTRADO,3923167,1984
OUTROS PRODUTOS COMERCIALIZADOS,15284617,1984
Outros vinhos (sem informação detalhada),0,1984
"Agrin (fermentado, acetico misto)",0,1984
Aguardente de vinho 50°gl,0,1984
Alcool vinico,0,1984
Bagaceira (graspa),434913,1984
Base champenoise champanha,0,1984
Base charmat champanha,0,1984
Base espumante moscatel,0,1984
Bebida de uva,0,1984
Borra líquida,0,1984
Borra seca,0,1984
Brandy (conhaque),1074816,1984
Cooler,0,1984
Coquetel com vinho,0,1984
Destilado de vinho,1678482,1984
Filtrado doce,4994248,1984
Jeropiga,36717,1984
Mistelas,1095044,1984
Mosto concentrado,0,1984
Mosto de uva,0,1984
Mosto sulfitado,914641,1984
Nectar de uva,0,1984
Outros produtos,0,1984
Polpa de uva,0,1984
Preparado líquido para refresco,0,1984
Refrigerante +50% suco,0,1984
Sangria,0,1984
Vinagre balsamico,0,1984
Vinagre duplo,0,1984
Vinagre simples,2690012,1984
Vinho acetificado,0,1984
Vinho base para espumantes,0,1984
Vinho composto,656837,1984
Vinho licoroso,1708907,1984
Vinho leve,0,1984
Vinho gaseificado,0,1984
Total,247473209,1984
VINHO DE MESA,203130018,1986
Tinto,153357217,1986
Rosado,28544630,1986
Branco,21228171,1986
VINHO FINO DE MESA,50881779,1986
Tinto,15664511,1986
Rosado,3685709,1986
Branco,31531559,1986
VINHO FRIZANTE,0,1986
VINHO ORGÂNICO,0,1986
VINHO ESPECIAL,4636751,1986
Tinto,749197,1986
Rosado,2057888,1986
Branco,1829666,1986
ESPUMANTES,4058335,1986
Espumante Moscatel,0,1986
Espumante,0,1986
Espumante Orgânico,0,1986
SUCO DE UVAS,5767993,1986
Suco Natural Integral,0,1986
Suco Adoçado,0,1986
Suco Reprocessado/reconstituido,0,1986
Suco Orgânico,0,1986
Outros sucos de uvas,0,1986
SUCO DE UVAS CONCENTRADO,7553410,1986
OUTROS PRODUTOS COMERCIALIZADOS,19777809,1986
Outros vinhos (sem informação detalhada),0,1986
"Agrin (fermentado, acetico misto)",0,1986
Aguardente de vinho 50°gl,0,1986
Alcool vinico,0,1986
Bagaceira (graspa),353074,1986
Base champenoise champanha,0,1986
Base charmat champanha,0,1986
Base espumante moscatel,0,1986
Bebida de uva,0,1986
Borra líquida,0,1986
Borra seca,0,1986
Brandy (conhaque),2308675,1986
Cooler,0,1986
Coquetel com vinho,0,1986
Destilado de vinho,5142969,1986
Filtrado doce,5065559,1986
Jeropiga,86296,1986
Mistelas,320098,1986
Mosto concentrado,0,1986
Mosto de uva,0,1986
Mosto sulfitado,218400,1986
Nectar de uva,0,1986
Outros produtos,0,1986
Polpa de uva,0,1986
Preparado líquido para refresco,0,1986
Refrigerante +50% suco,0,1986
Sangria,0,1986
Vinagre balsamico,0,1986
Vinagre duplo,0,1986
Vinagre simples,2503550,1986
Vinho acetificado,0,1986
Vinho base para espumantes,0,1986
Vinho composto,2008030,1986
Vinho licoroso,1771158,1986
Vinho leve,0,1986
Vinho gaseificado,0,1986
Total,295806095,1986
VINHO DE MESA,166861772,1982
Tinto,131957890,1982
Rosado,15786964,1982
Branco,19116918,1982
VINHO FINO DE MESA,26302928,1982
Tinto,7699010,1982
Rosado,3608877,1982
Branco,14995041,1982
VINHO FRIZANTE,176692,1982
VINHO ORGÂNICO,0,1982
VINHO ESPECIAL,5011009,1982
Tinto,939619,1982
Rosado,2418770,1982
Branco,1652620,1982
ESPUMANTES,2432386,1982
Espumante Moscatel,0,1982
Espumante,0,1982
Espumante Orgânico,0,1982
SUCO DE UVAS,4081256,1982
Suco Natural Integral,0,1982
Suco Adoçado,0,1982
Suco Reprocessado/reconstituido,0,1982
Suco Orgânico,0,1982
Outros sucos de uvas,0,1982
SUCO DE UVAS CONCENTRADO,3148110,1982
OUTROS PRODUTOS COMERCIALIZADOS,17770629,1982
Outros vinhos (sem informação detalhada),0,1982
"Agrin (fermentado, acetico misto)",0,1982
Aguardente de vinho 50°gl,0,1982
Alcool vinico,0,1982
Bagaceira (graspa),496554,1982
Base champenoise champanha,0,1982
Base charmat champanha,0,1982
Base espumante moscatel,0,1982
Bebida de uva,0,1982
Borra líquida,0,1982
Borra seca,0,1982
Brandy (conhaque),1348154,1982
Cooler,0,1982
Coquetel com vinho,0,1982
Destilado de vinho,3466121,1982
Filtrado doce,4261912,1982
Jeropiga,30410,1982
Mistelas,2068930,1982
Mosto concentrado,0,1982
Mosto de uva,0,1982
Mosto sulfitado,607630,1982
Nectar de uva,0,1982
Outros produtos,0,1982
