produto,quantidade,ano
Destilado,0,1997
Bagaceira,0,1997
Licor de bagaceira,0,1997
Vinagre,0,1997
Borra líquida,0,1997
Borra seca,0,1997
Vinho Composto,0,1997
Pisco,0,1997
Vinho orgânico,4997317,1997
Espumante orgânico,0,1997
Destilado alcoólico simples de bagaceira,0,1997
Vinho acidificado,0,1997
Mosto parcialmente fermentado,0,1997
Outros derivados,0,1997
Total,267766792,1997
VINHO DE MESA,210548199,1990
Tinto,154359897,1990
Branco,33512030,1990
Rosado,22676272,1990
VINHO FINO DE MESA (VINIFERA),73689124,1990
Tinto,17750504,1990
Branco,52080420,1990
Rosado,3858200,1990
SUCO,10423252,1990
Suco de uva integral,2848560,1990
Suco de uva concentrado,7574692,1990
Suco de uva adoçado,0,1990
Suco de uva orgânico,0,1990
Suco de uva reconstituído,0,1990
DERIVADOS,16191621,1990
Espumante,0,1990
Espumante moscatel,0,1990
Base espumante,0,1990
Base espumante moscatel,0,1990
Base Champenoise champanha,0,1990
Base Charmat champanha,0,1990
Bebida de uva,0,1990
Polpa de uva,0,1990
Mosto simples,13307690,1990
Mosto concentrado,1098250,1990
Mosto de uva com bagaço,0,1990
Mosto dessulfitado,0,1990
Mistelas,149000,1990
Néctar de uva,0,1990
Licorosos,24300,1990
Compostos,0,1990
Jeropiga,0,1990
Filtrado,11000,1990
Frisante,0,1990
Vinho leve,264000,1990
Vinho licoroso,0,1990
Brandy,0,1990
Destilado,0,1990
Bagaceira,55000,1990
Licor de bagaceira,0,1990
Vinagre,0,1990
Borra líquida,1282381,1990
Borra seca,0,1990
Vinho Composto,0,1990
Pisco,0,1990
Vinho orgânico,0,1990
Espumante orgânico,0,1990
Destilado alcoólico simples de bagaceira,0,1990
Vinho acidificado,0,1990
Mosto parcialmente fermentado,0,1990
Outros derivados,0,1990
Total,310852196,1990
VINHO DE MESA,163248419,1992
Tinto,118638894,1992
Branco,25446255,1992
Rosado,19163270,1992
VINHO FINO DE MESA (VINIFERA),52612778,1992
Tinto,13449911,1992
Branco,38856367,1992
Rosado,306500,1992
SUCO,10797624,1992
Suco de uva integral,4033698,1992
Suco de uva concentrado,6763926,1992
Suco de uva adoçado,0,1992
Suco de uva orgânico,0,1992
Suco de uva reconstituído,0,1992
DERIVADOS,29469940,1992
Espumante,11000,1992
Espumante moscatel,0,1992
Base espumante,0,1992
Base espumante moscatel,0,1992
Base Champenoise champanha,0,1992
Base Charmat champanha,0,1992
Bebida de uva,0,1992
Polpa de uva,0,1992
Mosto simples,27491540,1992
Mosto concentrado,288900,1992
Mosto de uva com bagaço,0,1992
Mosto dessulfitado,0,1992
Mistelas,0,1992
Néctar de uva,0,1992
Licorosos,7800,1992
Compostos,0,1992
Jeropiga,60000,1992
Filtrado,11000,1992
Frisante,0,1992
Vinho leve,144500,1992
Vinho licoroso,0,1992
Brandy,0,1992
Destilado,0,1992
Bagaceira,10000,1992
Licor de bagaceira,0,1992
Vinagre,45000,1992
Borra líquida,1400200,1992
Borra seca,0,1992
Vinho Composto,0,1992
Pisco,0,1992
Vinho orgânico,0,1992
Espumante orgânico,0,1992
Destilado alcoólico simples de bagaceira,0,1992
Vinho acidificado,0,1992
Mosto parcialmente fermentado,0,1992
Outros derivados,0,1992
Total,256128761,1992
VINHO DE MESA,202073263,1994
Tinto,161479717,1994
Branco,28291853,1994
Rosado,12301693,1994
VINHO FINO DE MESA (VINIFERA),58733741,1994
Tinto,15646861,1994
Branco,42419680,1994
Rosado,667200,1994
SUCO,13343721,1994
Suco de uva integral,3884000,1994
Suco de uva concentrado,9459721,1994
Suco de uva adoçado,0,1994
Suco de uva orgânico,0,1994
Suco de uva reconstituído,0,1994
DERIVADOS,16053642,1994
Espumante,0,1994
Espumante moscatel,0,1994
Base espumante,0,1994
Base espumante moscatel,0,1994
Base Champenoise champanha,0,1994
Base Charmat champanha,0,1994
Bebida de uva,0,1994
Polpa de uva,0,1994
Mosto simples,10972700,1994
Mosto concentrado,335500,1994
Mosto de uva com bagaço,0,1994
Mosto dessulfitado,0,1994
Mistelas,0,1994
Néctar de uva,0,1994
Licorosos,0,1994
Compostos,0,1994
Jeropiga,0,1994
Filtrado,0,1994
Frisante,0,1994
Vinho leve,0,1994
Vinho licoroso,0,1994
Brandy,0,1994
Destilado,0,1994
Bagaceira,0,1994
Licor de bagaceira,0,1994
Vinagre,0,1994
Borra líquida,0,1994
Borra seca,0,1994
Vinho Composto,0,1994
Pisco,0,1994
Vinho orgânico,4745442,1994
Espumante orgânico,0,1994
Destilado alcoólico simples de bagaceira,0,1994
Vinho acidificado,0,1994
Mosto parcialmente fermentado,0,1994
Outros derivados,0,1994
Total,290204367,1994
VINHO DE MESA,152917771,1996
Tinto,115896909,1996
Branco,24073622,1996
Rosado,12947240,1996
VINHO FINO DE MESA (VINIFERA),45325058,1996
Tinto,12819866,1996
Branco,31893892,1996
Rosado,611300,1996
SUCO,9189900,1996
Suco de uva integral,2407900,1996
Suco de uva concentrado,6782000,1996
Suco de uva adoçado,0,1996
Suco de uva orgânico,0,1996
Suco de uva reconstituído,0,1996
DERIVADOS,12754798,1996
Espumante,0,1996
Espumante moscatel,0,1996
Base espumante,0,1996
Base espumante moscatel,0,1996
Base Champenoise champanha,0,1996
Base Charmat champanha,0,1996
Bebida de uva,0,1996
Polpa de uva,0,1996
Mosto simples,12111372,1996
Mosto concentrado,292000,1996
Mosto de uva com bagaço,0,1996
Mosto dessulfitado,0,1996
Mistelas,0,1996
Néctar de uva,0,1996
Licorosos,0,1996
Compostos,0,1996
Jeropiga,0,1996
Filtrado,0,1996
Frisante,0,1996
Vinho leve,0,1996
Vinho licoroso,0,1996
Brandy,0,1996
Destilado,0,1996
Bagaceira,0,1996
Licor de bagaceira,0,1996
Vinagre,0,1996
Borra líquida,0,1996
Borra seca,0,1996
Vinho Composto,0,1996
Pisco,0,1996
Vinho orgânico,351426,1996
Espumante orgânico,0,1996
Destilado alcoólico simples de bagaceira,0,1996
Vinho acidificado,0,1996
Mosto parcialmente fermentado,0,1996
Outros derivados,0,1996
Total,220187527,1996
VINHO DE MESA,234754564,1982
Tinto,183349460,1982
Branco,15782499,1982
Rosado,35622605,1982
VINHO FINO DE MESA (VINIFERA),57453581,1982
Tinto,19987588,1982
Branco,34423412,1982
Rosado,3042581,1982
SUCO,0,1982
Suco de uva integral,0,1982
Suco de uva concentrado,0,1982
Suco de uva adoçado,0,1982
Suco de uva orgânico,0,1982
Suco de uva reconstituído,0,1982
DERIVADOS,37506770,1982
Espumante,0,1982
Espumante moscatel,0,1982
Base espumante,0,1982
Base espumante moscatel,0,1982
Base Champenoise champanha,0,1982
Base Charmat champanha,0,1982
Bebida de uva,0,1982
Polpa de uva,0,1982
Mosto simples,37506770,1982
Mosto concentrado,0,1982
Mosto de uva com bagaço,0,1982
Mosto dessulfitado,0,1982
Mistelas,0,1982
Néctar de uva,0,1982
Licorosos,0,1982
Compostos,0,1982
Jeropiga,0,1982
Filtrado,0,1982
Frisante,0,1982
Vinho leve,0,1982
Vinho licoroso,0,1982
Brandy,0,1982
Destilado,0,1982
Bagaceira,0,1982
Licor de bagaceira,0,1982
Vinagre,0,1982
Borra líquida,0,1982
Borra seca,0,1982
Vinho Composto,0,1982
Pisco,0,1982
Vinho orgânico,0,1982
Espumante orgânico,0,1982
Destilado alcoólico simples de bagaceira,0,1982
Vinho acidificado,0,1982
Mosto parcialmente fermentado,0,1982
Outros derivados,0,1982
Total,329714915,1982
VINHO DE MESA,171754995,1993
Tinto,125172218,1993
Branco,31986075,1993
Rosado,14596702,1993
VINHO FINO DE MESA (VINIFERA),53054225,1993
Tinto,12119485,1993
Branco,40415898,1993
Rosado,518842,1993
SUCO,12031753,1993
Suco de uva integral,3800800,1993
Suco de uva concentrado,8230953,1993
Suco de uva adoçado,0,1993
Suco de uva orgânico,0,1993
Suco de uva reconstituído,0,1993
DERIVADOS,17573100,1993
Espumante,0,1993
Espumante moscatel,0,1993
Base espumante,0,1993
Base espumante moscatel,0,1993
Base Champenoise champanha,0,1993
Base Charmat champanha,0,1993
Bebida de uva,0,1993
Polpa de uva,0,1993
Mosto simples,17218000,1993
Mosto concentrado,355100,1993
Mosto de uva com bagaço,0,1993
Mosto dessulfitado,0,1993
Mistelas,0,1993
Néctar de uva,0,1993
Licorosos,0,1993
Compostos,0,1993
Jeropiga,0,1993
Filtrado,0,1993
Frisante,0,1993
Vinho leve,0,1993
Vinho licoroso,0,1993
Brandy,0,1993
Destilado,0,1993
Bagaceira,0,1993
Licor de bagaceira,0,1993
Vinagre,0,1993
Borra líquida,0,1993
Borra seca,0,1993
Vinho Composto,0,1993
Pisco,0,1993
Vinho orgânico,0,1993
Espumante orgânico,0,1993
Destilado alcoólico simples de bagaceira,0,1993
Vinho acidificado,0,1993
Mosto parcialmente fermentado,0,1993
Outros derivados,0,1993
Total,254414073,1993
VINHO DE MESA,214788304,1995
Tinto,167174017,1995
Branco,15472732,1995
Rosado,32141555,1995
VINHO FINO DE MESA (VINIFERA),47126229,1995
Tinto,11924291,1995
Branco,34209738,1995
Rosado,992200,1995
SUCO,12893959,1995
Suco de uva integral,4123776,1995
Suco de uva concentrado,8770183,1995
Suco de uva adoçado,0,1995
Suco de uva orgânico,0,1995
Suco de uva reconstituído,0,1995
DERIVADOS,23637100,1995
Espumante,0,1995
Espumante moscatel,0,1995
Base espumante,0,1995
Base espumante moscatel,0,1995
Base Champenoise champanha,0,1995
Base Charmat champanha,0,1995
Bebida de uva,0,1995
Polpa de uva,0,1995
Mosto simples,20917600,1995
Mosto concentrado,265000,1995
Mosto de uva com bagaço,0,1995
Mosto dessulfitado,0,1995
Mistelas,0,1995
Néctar de uva,0,1995
Licorosos,0,1995
Compostos,0,1995
Jeropiga,0,1995
Filtrado,0,1995
Frisante,0,1995
Vinho leve,0,1995
Vinho licoroso,0,1995
Brandy,0,1995
Destilado,0,1995
Bagaceira,0,1995
Licor de bagaceira,0,1995
Vinagre,0,1995
Borra líquida,0,1995
Borra seca,0,1995
Vinho Composto,0,1995
Pisco,0,1995
Vinho orgânico,2454500,1995
Espumante orgânico,0,1995
Destilado alcoólico simples de bagaceira,0,1995
Vinho acidificado,0,1995
Mosto parcialmente fermentado,0,1995
Outros derivados,0,1995
Total,298445592,1995
VINHO DE MESA,273025576,2000
Tinto,208242670,2000
Branco,44902276,2000
Rosado,19880630,2000
VINHO FINO DE MESA (VINIFERA),56209739,2000
Tinto,18545613,2000
Branco,36955126,2000
Rosado,709000,2000
SUCO,17722779,2000
Suco de uva integral,3546779,2000
Suco de uva concentrado,14176000,2000
Suco de uva adoçado,0,2000
Suco de uva orgânico,0,2000
Suco de uva reconstituído,0,2000
DERIVADOS,25959016,2000
Espumante,71410,2000
Espumante moscatel,0,2000
Base espumante,0,2000
Base espumante moscatel,0,2000
Base Champenoise champanha,0,2000
Base Charmat champanha,0,2000
Bebida de uva,0,2000
Polpa de uva,0,2000
Mosto simples,16192018,2000
Mosto concentrado,0,2000
Mosto de uva com bagaço,0,2000
Mosto dessulfitado,0,2000
Mistelas,33000,2000
Néctar de uva,0,2000
Licorosos,21000,2000
Compostos,0,2000
Jeropiga,0,2000
Filtrado,0,2000
Frisante,0,2000
Vinho leve,0,2000
Vinho licoroso,0,2000
Brandy,0,2000
Destilado,1960,2000
Bagaceira,12700,2000
Licor de bagaceira,0,2000
Vinagre,0,2000
Borra líquida,9626928,2000
Borra seca,0,2000
Vinho Composto,0,2000
Pisco,0,2000
Vinho orgânico,0,2000
Espumante orgânico,0,2000
Destilado alcoólico simples de bagaceira,0,2000
Vinho acidificado,0,2000
Mosto parcialmente fermentado,0,2000
Outros derivados,0,2000
Total,372917110,2000
VINHO DE MESA,228932458,2001
Tinto,175267437,2001
Branco,44322836,2001
Rosado,9342185,2001
VINHO FINO DE MESA (VINIFERA),34159277,2001
Tinto,13587683,2001
Branco,20393594,2001
Rosado,178000,2001
SUCO,17987182,2001
Suco de uva integral,5196430,2001
Suco de uva concentrado,12790752,2001
Suco de uva adoçado,0,2001
Suco de uva orgânico,0,2001
Suco de uva reconstituído,0,2001
DERIVADOS,15498842,2001
Espumante,0,2001
Espumante moscatel,276099,2001
Base espumante,0,2001
Base espumante moscatel,0,2001
Base Champenoise champanha,0,2001
Base Charmat champanha,0,2001
Bebida de uva,0,2001
Polpa de uva,0,2001
Mosto simples,6977231,2001
Mosto concentrado,0,2001
Mosto de uva com bagaço,0,2001
Mosto dessulfitado,0,2001
Mistelas,15000,2001
Néctar de uva,0,2001
Licorosos,4000,2001
Compostos,0,2001
Jeropiga,0,2001
Filtrado,0,2001
Frisante,0,2001
Vinho leve,0,2001
Vinho licoroso,0,2001
Brandy,0,2001
Destilado,0,2001
Bagaceira,10350,2001
Licor de bagaceira,0,2001
Vinagre,0,2001
Borra líquida,8216162,2001
Borra seca,0,2001
Vinho Composto,0,2001
Pisco,0,2001
Vinho orgânico,0,2001
Espumante orgânico,0,2001
Destilado alcoólico simples de bagaceira,0,2001
Vinho acidificado,0,2001
Mosto parcialmente fermentado,0,2001
Outros derivados,0,2001
Total,296577759,2001
VINHO DE MESA,150814943,1998
Tinto,102127865,1998
Branco,32140249,1998
Rosado,16546829,1998
VINHO FINO DE MESA (VINIFERA),33898630,1998
Tinto,8716140,1998
Branco,24384090,1998
Rosado,798400,1998
SUCO,13904186,1998
Suco de uva integral,3904186,1998
Suco de uva concentrado,10000000,1998
Suco de uva adoçado,0,1998
Suco de uva orgânico,0,1998
Suco de uva reconstituído,0,1998
DERIVADOS,14693351,1998
Espumante,0,1998
Espumante moscatel,0,1998
Base espumante,0,1998
Base espumante moscatel,0,1998
Base Champenoise champanha,0,1998
Base Charmat champanha,0,1998
Bebida de uva,0,1998
Polpa de uva,0,1998
Mosto simples,11046570,1998
Mosto concentrado,381000,1998
Mosto de uva com bagaço,0,1998
Mosto dessulfitado,0,1998
Mistelas,0,1998
Néctar de uva,0,1998
Licorosos,0,1998
Compostos,0,1998
Jeropiga,0,1998
Filtrado,0,1998
Frisante,0,1998
Vinho leve,0,1998
Vinho licoroso,0,1998
Brandy,0,1998
Destilado,0,1998
Bagaceira,0,1998
Licor de bagaceira,0,1998
Vinagre,0,1998
Borra líquida,0,1998
Borra seca,0,1998
Vinho Composto,0,1998
Pisco,0,1998
Vinho orgânico,3265781,1998
Espumante orgânico,0,1998
Destilado alcoólico simples de bagaceira,0,1998
Vinho acidificado,0,1998
Mosto parcialmente fermentado,0,1998
Outros derivados,0,1998
Total,213311110,1998
VINHO DE MESA,226520776,1999
Tinto,168149414,1999
Branco,42528150,1999
Rosado,15843212,1999
VINHO FINO DE MESA (VINIFERA),45830497,1999
Tinto,14640657,1999
Branco,30674840,1999
Rosado,515000,1999
SUCO,15532303,1999
Suco de uva integral,4132303,1999
Suco de uva concentrado,11400000,1999
Suco de uva adoçado,0,1999
Suco de uva orgânico,0,1999
Suco de uva reconstituído,0,1999
DERIVADOS,23422306,1999
Espumante,6900,1999
Espumante moscatel,0,1999
Base espumante,0,1999
Base espumante moscatel,0,1999
Base Champenoise champanha,0,1999
Base Charmat champanha,0,1999
Bebida de uva,0,1999
Polpa de uva,0,1999
Mosto simples,14359734,1999
Mosto concentrado,411354,1999
Mosto de uva com bagaço,0,1999
Mosto dessulfitado,0,1999
Mistelas,0,1999
Néctar de uva,0,1999
Licorosos,44740,1999
Compostos,0,1999
Jeropiga,0,1999
Filtrado,0,1999
Frisante,0,1999
Vinho leve,0,1999
Vinho licoroso,0,1999
Brandy,0,1999
Destilado,7350,1999
Bagaceira,0,1999
Licor de bagaceira,0,1999
Vinagre,0,1999
Borra líquida,0,1999
Borra seca,0,1999
Vinho Composto,0,1999
Pisco,0,1999
Vinho orgânico,8592228,1999
Espumante orgânico,0,1999
Destilado alcoólico simples de bagaceira,0,1999
Vinho acidificado,0,1999
Mosto parcialmente fermentado,0,1999
Outros derivados,0,1999
Total,311305882,1999
VINHO DE MESA,313962284,2004
Tinto,254172425,2004
Branco,51719967,2004
Rosado,8069892,2004
VINHO FINO DE MESA (VINIFERA),42902608,2004
Tinto,23062182,2004
Branco,19803647,2004
Rosado,36779,2004
SUCO,24078112,2004
Suco de uva integral,6222380,2004
Suco de uva concentrado,17855732,2004
Suco de uva adoçado,0,2004
Suco de uva orgânico,0,2004
Suco de uva reconstituído,0,2004
DERIVADOS,28471858,2004
Espumante,3999,2004
Espumante moscatel,204000,2004
Base espumante,0,2004
Base espumante moscatel,98900,2004
Base Champenoise champanha,0,2004
Base Charmat champanha,0,2004
Bebida de uva,0,2004
Polpa de uva,890562,2004
Mosto simples,26067525,2004
Mosto concentrado,0,2004
Mosto de uva com bagaço,0,2004
Mosto dessulfitado,0,2004
Mistelas,11500,2004
Néctar de uva,0,2004
Licorosos,0,2004
Compostos,0,2004
Jeropiga,0,2004
Filtrado,0,2004
Frisante,0,2004
Vinho leve,6000,2004
Vinho licoroso,77800,2004
Brandy,0,2004
Destilado,1000,2004
Bagaceira,66082,2004
Licor de bagaceira,0,2004
Vinagre,0,2004
Borra líquida,1044490,2004
Borra seca,0,2004
Vinho Composto,0,2004
Pisco,0,2004
Vinho orgânico,0,2004
Espumante orgânico,0,2004
Destilado alcoólico simples de bagaceira,0,2004
Vinho acidificado,0,2004
Mosto parcialmente fermentado,0,2004
Outros derivados,0,2004
Total,409414862,2004
VINHO DE MESA,259589740,2002
Tinto,215892333,2002
Branco,35329657,2002
Rosado,8367750,2002
VINHO FINO DE MESA (VINIFERA),31655226,2002
Tinto,13619033,2002
Branco,17911689,2002
Rosado,124504,2002
SUCO,20228691,2002
Suco de uva integral,5505889,2002
Suco de uva concentrado,14722802,2002
Suco de uva adoçado,0,2002
Suco de uva orgânico,0,2002
Suco de uva reconstituído,0,2002
DERIVADOS,28122348,2002
Espumante,0,2002
Espumante moscatel,0,2002
Base espumante,0,2002
Base espumante moscatel,0,2002
Base Champenoise champanha,0,2002
Base Charmat champanha,0,2002
Bebida de uva,0,2002
Polpa de uva,0,2002
Mosto simples,12875000,2002
Mosto concentrado,0,2002
Mosto de uva com bagaço,0,2002
Mosto dessulfitado,0,2002
Mistelas,0,2002
Néctar de uva,0,2002
Licorosos,0,2002
Compostos,0,2002
Jeropiga,0,2002
Filtrado,0,2002
Frisante,0,2002
Vinho leve,0,2002
Vinho licoroso,0,2002
Brandy,0,2002
Destilado,0,2002
Bagaceira,0,2002
Licor de bagaceira,0,2002
Vinagre,0,2002
Borra líquida,8541861,2002
Borra seca,0,2002
Vinho Composto,0,2002
Pisco,0,2002
Vinho orgânico,6705487,2002
Espumante orgânico,0,2002
Destilado alcoólico simples de bagaceira,0,2002
Vinho acidificado,0,2002
Mosto parcialmente fermentado,0,2002
Outros derivados,0,2002
Total,339596005,2002
VINHO DE MESA,202545724,2003
Tinto,155513687,2003
Branco,40861639,2003
Rosado,6170398,2003
VINHO FINO DE MESA (VINIFERA),29551457,2003
Tinto,15357576,2003
Branco,14058481,2003
Rosado,135400,2003
SUCO,12420745,2003
Suco de uva integral,1372381,2003
Suco de uva concentrado,11048364,2003
Suco de uva adoçado,0,2003
Suco de uva orgânico,0,2003
Suco de uva reconstituído,0,2003
DERIVADOS,24108352,2003
Espumante,0,2003
Espumante moscatel,147600,2003
Base espumante,0,2003
Base espumante moscatel,0,2003
Base Champenoise champanha,0,2003
Base Charmat champanha,0,2003
Bebida de uva,0,2003
Polpa de uva,0,2003
Mosto simples,13172480,2003
Mosto concentrado,0,2003
Mosto de uva com bagaço,0,2003
Mosto dessulfitado,0,2003
Mistelas,5500,2003
Néctar de uva,0,2003
Licorosos,34420,2003
Compostos,0,2003
Jeropiga,0,2003
Filtrado,0,2003
Frisante,0,2003
Vinho leve,11000,2003
Vinho licoroso,0,2003
Brandy,0,2003
Destilado,0,2003
Bagaceira,26800,2003
Licor de bagaceira,0,2003
Vinagre,0,2003
Borra líquida,3126172,2003
Borra seca,0,2003
Vinho Composto,0,2003
Pisco,0,2003
Vinho orgânico,7584380,2003
Espumante orgânico,0,2003
Destilado alcoólico simples de bagaceira,0,2003
Vinho acidificado,0,2003
Mosto parcialmente fermentado,0,2003
Outros derivados,0,2003
Total,268626278,2003
VINHO DE MESA,226080432,2005
Tinto,180698666,2005
Branco,39212146,2005
Rosado,6169620,2005
VINHO FINO DE MESA (VINIFERA),45453898,2005
Tinto,25409805,2005
Branco,20012363,2005
Rosado,31730,2005
SUCO,27960596,2005
Suco de uva integral,7103175,2005
Suco de uva concentrado,19513244,2005
Suco de uva adoçado,1344177,2005
Suco de uva orgânico,0,2005
Suco de uva reconstituído,0,2005
DERIVADOS,25541605,2005
Espumante,1920,2005
Espumante moscatel,514480,2005
Base espumante,239000,2005
Base espumante moscatel,212400,2005
Base Champenoise champanha,0,2005
Base Charmat champanha,0,2005
Bebida de uva,0,2005
Polpa de uva,1350672,2005
Mosto simples,22429791,2005
Mosto concentrado,83116,2005
Mosto de uva com bagaço,0,2005
Mosto dessulfitado,0,2005
Mistelas,9960,2005
Néctar de uva,0,2005
Licorosos,0,2005
Compostos,0,2005
Jeropiga,0,2005
Filtrado,0,2005
Frisante,0,2005
Vinho leve,16500,2005
Vinho licoroso,125700,2005
Brandy,0,2005
Destilado,0,2005
Bagaceira,32050,2005
Licor de bagaceira,0,2005
Vinagre,0,2005
Borra líquida,526016,2005
Borra seca,0,2005
Vinho Composto,0,2005
Pisco,0,2005
Vinho orgânico,0,2005
Espumante orgânico,0,2005
Destilado alcoólico simples de bagaceira,0,2005
Vinho acidificado,0,2005
Mosto parcialmente fermentado,0,2005
Outros derivados,0,2005
Total,325036531,2005
VINHO DE MESA,126768254,1991
Tinto,90320836,1991
Branco,25046588,1991
Rosado,11400830,1991
VINHO FINO DE MESA (VINIFERA),45519167,1991
Tinto,12001895,1991
Branco,33307472,1991
Rosado,209800,1991
SUCO,11324462,1991
Suco de uva integral,3609000,1991
Suco de uva concentrado,7715462,1991
Suco de uva adoçado,0,1991
Suco de uva orgânico,0,1991
Suco de uva reconstituído,0,1991
DERIVADOS,20352398,1991
Espumante,0,1991
Espumante moscatel,0,1991
Base espumante,0,1991
Base espumante moscatel,0,1991
Base Champenoise champanha,0,1991
Base Charmat champanha,0,1991
Bebida de uva,0,1991
Polpa de uva,0,1991
Mosto simples,17407568,1991
Mosto concentrado,921400,1991
Mosto de uva com bagaço,0,1991
Mosto dessulfitado,0,1991
Mistelas,0,1991
Néctar de uva,0,1991
Licorosos,11500,1991
Compostos,0,1991
Jeropiga,0,1991
Filtrado,18000,1991
Frisante,0,1991
Vinho leve,192800,1991
Vinho licoroso,0,1991
Brandy,0,1991
Destilado,0,1991
Bagaceira,15000,1991
Licor de bagaceira,0,1991
Vinagre,0,1991
Borra líquida,1649130,1991
Borra seca,0,1991
Vinho Composto,0,1991
Pisco,0,1991
Vinho orgânico,137000,1991
Espumante orgânico,0,1991
Destilado alcoólico simples de bagaceira,0,1991
Vinho acidificado,0,1991
Mosto parcialmente fermentado,0,1991
Outros derivados,0,1991
Total,203964281,1991
VINHO DE MESA,275287908,2007
Tinto,228156220,2007
Branco,42118552,2007
Rosado,5013136,2007
VINHO FINO DE MESA (VINIFERA),43176484,2007
Tinto,24786071,2007
Branco,17598428,2007
Rosado,791985,2007
SUCO,30136844,2007
Suco de uva integral,10147037,2007
Suco de uva concentrado,19280709,2007
Suco de uva adoçado,709098,2007
Suco de uva orgânico,0,2007
Suco de uva reconstituído,0,2007
DERIVADOS,42011603,2007
Espumante,0,2007
Espumante moscatel,589332,2007
Base espumante,78250,2007
Base espumante moscatel,111200,2007
Base Champenoise champanha,0,2007
Base Charmat champanha,0,2007
Bebida de uva,0,2007
Polpa de uva,1083202,2007
Mosto simples,37558010,2007
Mosto concentrado,110000,2007
Mosto de uva com bagaço,0,2007
Mosto dessulfitado,0,2007
Mistelas,1900,2007
Néctar de uva,0,2007
Licorosos,0,2007
Compostos,0,2007
Jeropiga,0,2007
Filtrado,0,2007
Frisante,0,2007
Vinho leve,0,2007
Vinho licoroso,27926,2007
Brandy,0,2007
Destilado,0,2007
Bagaceira,48500,2007
Licor de bagaceira,0,2007
Vinagre,0,2007
Borra líquida,2095873,2007
Borra seca,0,2007
Vinho Composto,0,2007
Pisco,0,2007
Vinho orgânico,307410,2007
Espumante orgânico,0,2007
Destilado alcoólico simples de bagaceira,0,2007
Vinho acidificado,0,2007
Mosto parcialmente fermentado,0,2007
Outros derivados,0,2007
Total,390612839,2007
VINHO DE MESA,185100887,2006
Tinto,149552555,2006
Branco,31738390,2006
Rosado,3809942,2006
VINHO FINO DE MESA (VINIFERA),32168977,2006
Tinto,18868108,2006
Branco,13249969,2006
Rosado,50900,2006
SUCO,31361096,2006
Suco de uva integral,13946491,2006
Suco de uva concentrado,17414605,2006
Suco de uva adoçado,0,2006
Suco de uva orgânico,0,2006
Suco de uva reconstituído,0,2006
DERIVADOS,27752531,2006
Espumante,26600,2006
Espumante moscatel,320514,2006
Base espumante,0,2006
Base espumante moscatel,362589,2006
Base Champenoise champanha,0,2006
Base Charmat champanha,0,2006
Bebida de uva,0,2006
Polpa de uva,1006000,2006
Mosto simples,25903812,2006
Mosto concentrado,0,2006
Mosto de uva com bagaço,0,2006
Mosto dessulfitado,0,2006
Mistelas,0,2006
Néctar de uva,0,2006
Licorosos,0,2006
Compostos,0,2006
Jeropiga,0,2006
Filtrado,0,2006
Frisante,0,2006
Vinho leve,0,2006
Vinho licoroso,28500,2006
Brandy,0,2006
Destilado,0,2006
Bagaceira,24250,2006
Licor de bagaceira,0,2006
Vinagre,0,2006
Borra líquida,57333,2006
Borra seca,0,2006
Vinho Composto,0,2006
Pisco,0,2006
Vinho orgânico,22933,2006
Espumante orgânico,0,2006
Destilado alcoólico simples de bagaceira,0,2006
Vinho acidificado,0,2006
Mosto parcialmente fermentado,0,2006
Outros derivados,0,2006
Total,276383491,2006
VINHO DE MESA,195267980,2010
Tinto,157290088,2010
Branco,35408083,2010
Rosado,2569809,2010
VINHO FINO DE MESA (VINIFERA),24805713,2010
Tinto,11401406,2010
Branco,13013027,2010
Rosado,391280,2010
SUCO,50125944,2010
Suco de uva integral,26887259,2010
Suco de uva concentrado,23238685,2010
Suco de uva adoçado,0,2010
Suco de uva orgânico,0,2010
Suco de uva reconstituído,0,2010
DERIVADOS,51210756,2010
Espumante,10125,2010
Espumante moscatel,703393,2010
Base espumante,0,2010
Base espumante moscatel,1144508,2010
Base Champenoise champanha,92082,2010
Base Charmat champanha,254000,2010
Bebida de uva,7900,2010
Polpa de uva,1951606,2010
Mosto simples,45912040,2010
Mosto concentrado,0,2010
Mosto de uva com bagaço,0,2010
Mosto dessulfitado,0,2010
Mistelas,0,2010
Néctar de uva,0,2010
Licorosos,0,2010
Compostos,0,2010
Jeropiga,69000,2010
Filtrado,0,2010
Frisante,831000,2010
Vinho leve,0,2010
Vinho licoroso,15000,2010
Brandy,0,2010
Destilado,0,2010
Bagaceira,0,2010
Licor de bagaceira,0,2010
Vinagre,5817,2010
Borra líquida,64304,2010
Borra seca,149981,2010
Vinho Composto,0,2010
Pisco,0,2010
Vinho orgânico,0,2010
Espumante orgânico,0,2010
Destilado alcoólico simples de bagaceira,0,2010
Vinho acidificado,0,2010
Mosto parcialmente fermentado,0,2010
Outros derivados,0,2010
Total,321410393,2010
VINHO DE MESA,257840749,2011
Tinto,210113358,2011
Branco,46007504,2011
Rosado,1719887,2011
VINHO FINO DE MESA (VINIFERA),47598471,2011
Tinto,24104740,2011
Branco,22739426,2011
Rosado,754305,2011
SUCO,69364324,2011
Suco de uva integral,39487800,2011
Suco de uva concentrado,29564324,2011
Suco de uva adoçado,312200,2011
Suco de uva orgânico,0,2011
Suco de uva reconstituído,0,2011
DERIVADOS,85748723,2011
Espumante,26361,2011
